document_id,terms
6f34e6,korean air|ibs software|cargo|icargo cloud platform|revenue management system|american airlines cargo|operational efficiency|core sales|ibs|solution|booking system|addition|revenue accounting|profitability|opportunities
cd55c3,app|ground|brucargo|brucloud|airport cargo communities|times|air cargo supply chain|brussels airport|local stakeholders|ground handlers|application|nallian|air cargo belgium|deliveries|community
af1b33,singapore|cargo pallet handling|warehouse reorganisation|processing time|praise|cargo track|import|different terminals|aviation productivity conference|teams|pallets|singapore ground handler sats|projects|sats|transport minister josephine teo
d9634b,american airlines|icargo|ibs software|technology platform|web-based cargo management system|critical business functions|customers|processes|airline spokesperson|american airlines cargo|implementation|new technology|ibs|industry|date
02296b,lufthansa cargo|reliable transport solution|services|online retailers|new e-commerce solution|heyworld|digital marketplaces|timo schamber|e-commerce sector|high level|director|online shop operators|form|requirements|wholly-owned subsidiary
4ae108,new facility|parcel|siemens postal|airport logistics|constance|products|sppal|manufacture|siemens|systems|employees features|customers|automation expertise|michael reichle|trends
21689f,"swissport brussels pharma center|swissport international|temperature-controlled warehouse space|cargo|new facility|brussels airport|3,620 square metres|companies|facility|handling|pharmaceutical products|deputy prime minister|airport|yesterday|system"
363e35,air france klm cargo|blue credit scheme|sem customers|cargo booking|customer|services|air france klm martinair cargo|unique way|latest development|gertjan roelands|blue credits|particular needs|blue credit loyalty programme scheme|big data|vice president europe
76acf0,pangea partners|freight forwarders|automatic quoting system|freightalia|rate management|system|automatic pricing|network|digital changes|rates|company|importers|exporters|agents|300 independent freight forwarders
1fd076,global standards|airports|pharma|final frontier|steve polmans|video|standardization|budapest|world|term|ceiv accreditation|ground handlers|forwarders|carriers|brussels cargo
063b0f,systems|jessica tyler|american airlines cargo|team|legacy technology|tyler|icargo roll|digital drive|development|momentum|ibs software|new end-to-end cargo management system|new tool|customers|business
aeef09,hamburg airport|processes|pilot project|air cargo center|freight|dakosy air cargo community system|customs|system|fair@link|companies|dangerous goods|agents|software developer dakosy|airlines|times
d04d76,pilot project speeds cargo transport|cargo|schiphol|frankfurt|shipments|customs information|data|air france klm|transport|schiphol airport|smart cargo mainport program|supply chain|central system|frankfurt facility|project
e83e31,passive containers|passive solutions|air cargo pharma supply chain|pharma industry|temperature limits|temperature control|product characteristics|120hrs+ duration|general cargo|overall risk profile|iata ceiv pharma certification|certain shipments|aircraft|pharma transports|advanced track
e51829,b&h|vse aviation|customers|operation|365 service|singapore|aerospace logistics company|two-year vse aviation contract|facility|spare parts|storage|supply chain management|business|solutions|mro
a16956,schiphol|pharma efforts|airport community|iata|pga|certificate|cargo|supply chain|recognition|support|world cargo symposium|jonas van stekelenburg|pharmaceutical logistics|global head|vck logistics
6ea056,air france-klm|cargo strategies|e-commerce strategy|new strategy|better service|package-level freight|combination-carrier-operated sorting system|carrier|world|number|years|limited success|new facility|ambitions|rapid increase
2e66ba,thrucool pharma product|sia|temperature-controlled pharma|singapore airlines|thrucool|temperature-sensitive pharmaceutical shipments|healthcare shipments|cold chain services|ground handler cargologic|customers|quality corridor|ceiv|asia-pacific region|cold room facilities|thermal blankets
5c5af3,dhl|customer eaton|eaton facility|rheinbach|eaton|dhl supply chain|new site|ground|new distribution centre|new plant|construction|beginning|global specialist|strategic partnership|automated storage facility
cd2b55,cool chain association|perishables|food loss|cca|data|members|temperature excursions|grower|shipments|global head|information|collaborative work flows|value chain|results|eric mauroux
f90f40,nippon cargo airlines|cargo.one|nca|freight forwarders|capacity|partnership|japan|integration process|forces|airlines|technological requirements|air cargo|large number|customers|platform cargo.one
5fe9b7,alibaba cloud|pai|businesses|large-scale data|artificial intelligence|tools|algorithms|customers|practical use|platform|technology|largest airfreight shipments|shippers|forwarders|pai suite
4673a3,va-q-tec signs|company|worldwide logistics group|chinese partner|temperature-controlled shipping container specialist va-q-tec|partnership|china|tempchain service center|worldwide logistics|shanghai|outbound business|va-q-tec|container|box rental fleet|transportation
7ebfcc,temperature-sensitive cargo|white cover advanced|emirates|protection product|external temperatures|cool chain solutions|transportation|tyvek material|dubai-based operator|shipment|pharmaceuticals|perishables|middle east carrier|advanced|crt
