document_id,terms
c2ad22,abc|sky fresh|pharma|app|operations|online pharma platform|digital processes|airline|liège airport|air freight industry|transparency|customisation|traceability|high level|efficiency
aeeee3,k+n|trailers|belgium|luxembourg|products|pharma capability|temperature deviations|europe|company|supply chain services giant kuehne|built-in discharge air control|benelux region|precision temperature control|ptc|center
29841a,cargologic|pharmaceutical products|iata ceiv pharma certificate|iata|transport|temperature-sensitive airfreight consignments|medicinal products licensing ordinance|certification|marco gredig|cargo handler|zurich airport|logistics industry|handling|basel|pharma
19ff0e,amerijet|temperature|pharmaceutical logistics|facility|temperature sensitive cargo|airline|iata ceiv|storage environments|expectations|terms|independent validators|24/7 cctv monitoring|frozen -0c shipments|excellence|ambient 15-25c
98b9ec,united|pharma hub san juan|dhl|pharmaceuticals hub|airline|sales|services|life sciences|place|dgf|years|cold chain storage solutions|puerto rico|temperature-controlled chambers|frank cascante
93df09,ibs|asiana airlines|single icargo platform|uld management|south korea-based carrier|cargo operation safety|revenue accounting|customer services|cargo management system|new-generation platform|airline industry|east asia|freight operation|capabilities|logistics
c52eba,online quotes|click2ship express imports|customers hours|freight agents|collection|couriers|online express service|delivery|origin|sharon wright|pricing tool|ami click2ship imports|businesses|system|accurate transit time
163c16,"lufthansa cargo cool center expansion|frankfurt hub|worldwide transport|ceiv certification|board member operations sören stark|temperature-sensitive cargo|iata|late summer|8,000 square metres|handling specials products|sensitive medications|head|karin krestan|process|operations team"
21d37f,etihad cargo|24/7 control center|shipments|customers|proactive service delivery machine|digitalization program|alerts|road feeder services|issues|real time|operations|head|abu dhabi international airport|andre blech|europe
12d2ef,"us-headquartered company|new customer portal|new heathrow office|ireland jason stretton|new 3,150 sq m facility|london heathrow|team|warehouse|investment|ireland operations|portal|opening|order|dashboard|crane worldwide"
4c6f85,air cargo community frankfurt|frankfurt community website|high number|joachim von winning|frankfurt airport|new website|temperature-controlled transport|freight forwarders|tablets|executive director|smartphones|airlines|institutions|procedures|interest
89f9b2,aisats coolport|cargo|india|perishables centre|kempegowda airport|adequate infrastructure|export|operations|region|pharmaceuticals|government|end-to-end cold chain benefits|mike chew|certification|independent validators
3f384d,unilode|reader network|onasset|digitally-enabled services|android device|customers|compliance|market|aviation containers|security|data|world|readers|integrity|interoperability bundles
b2c3f3,k+n|international supply chain management software|customer|buyers|nagel|seamless communication|product availability|transportation decisions|orders|physical assets|kuehne|vendors|global shippers|direct access|experts
e6a436,brazil|temperature-controlled cargo|temperatures|warehouse|international logistics|domestic air freight|cold chain logistics solutions|radio-frequency identification|sensors|humidity|nationwide coverage|rfid|15°c|deliveries|area
99bc51,"air cargo|swissport|25,000 square meters|new pharma center|warehouse space|brussels airport|new pharmaceutical center|bru|facility|company|temperature-sensitive biopharmaceutical products|offices|industry|late june|heathrow cargo handling ltd."
541517,near-freezing temperatures|facility|life sciences commodities|dhl global forwarding|new temperature-controlled logistics center|schiphol|section|warehouse|ulds|end-to-end tracking|pallets|healthcare industry|temperature-sensitive commodities|good manufacturing practice|dhl-gf
c8ad4e,brussels airport|pharma|mvd free airport|latin america|montevideo|uruguay|regional distribution|way|brazil|argentina|europe|lanes|pharma-oriented processes|rest|joint statement
eb9bd6,online bookings|etihad|iag cargo today|carrier|forwarders|business|customers|platform|year|company|smes|premium products|shippers|sme user|e-awbs
ef7aa5,new cold chain service|tnt|shipping service medpak vi°c|high-end temperature-controlled packaging solutions|healthcare manufacturers|service|transport|costs|temperature variance|quality compliance|phase change materials|clinical trial company|need|receiver|health industry
370b99,ups upgrades pharma networks|healthcare-dedicated warehouse|healthcare operations|total distribution space|france|global logistics|gdp|capability|germany|new centre|european medicines agency|supply chain costs|distribution network|major upgrades|europe
ab0922,international air cargo association|supply chain|tiaca|new initiative|future|jan de rijk logistics|manager|processes|leaders|companies|new ways|unique program|internship scheme|partners|young talent
3facbd,brussels|cargo|stakeholders|app|applications|brucloud open data|brucloud platform|logistics|community organisation air cargo belgium|new tools|steven polmans|platform|blockchain freight management app|support|brucargo airfreight community
04e2dd,air cargo|new airport|turkey|logitrans istanbul|logistics hub|gerhard gerritzen|opening|logitrans|digitalisation|professor stefan iskan|point|applied sciences|ludwigshafen|messe muenchen deputy|priorities
3cb955,lug aircargo|temperatures|dominik misskampf|certification process|frankfurt airport|health care center|iata ceiv pharma certification programme|companies|competitiveness|air cargo handler|patrik tschirch|expansion project|gmbh modernises|hcc|new client structure
ed2f9a,pharma zone|virgin atlantic cargo|customers|wda|global headquarter operations|wholesale distribution authorisation|csafe|gdp|pharma products|cargo point operation|15-25c temperature ranges|storage|heathrow airport|partner dnata|medicines
b6df2a,brussels airport|building|100m investment|cargo area|logistics landscape|cargo facilities|specific transport|hub|companies|future demand|strategic vision|valuable goods|brucargo|ground handlers dnata|country
6dc3ba,dhl express|wmx|delays|medical cargo|brazil|technology solution|service|healthcare industry shippers|life sciences healthcare americas|biological samples|director|fiscal approval process|vaccines|booking|day-of
0d8c8a,quality|jonas van stekelenburg|schiphol|pharma supply chain|cargo|transparency|pga|early warning project|participants|pharma shippers|traffic|members|community players|cooperation|number
da582b,world cargo symposium|real-time data|amsterdam airport schiphol|flower shipment data|flowers|floriculture|air waybill|number|boxes|logistics|platform|stems|nagel|panalpina|iata
87ce5c,uld management firm jettainer|uld controllers|live decision|new uld software|larger customers|new system|riekert|new tool|data|need|fleet management|assistance|university|cologne|process
0d16cf,brussels airport|customs offices|app|data|cargo community|brucargo forwarders|forwarders|brucloud|errors|brucargo customs export app|information|awbs|times|brucargo slot application|year
6c2384,iag cargo|uld management|startup allread mlt|fourth year|innovation|stock-taking process|data|hangar|past 10-weeks|test machine|week|2019 accelerator program|accelerator finalist|startups|2020 demovation challenge
659eaf,carriers air cargo solution|firm unisys|digistics|cross-platform analytics|specific services|global|transport|offerings|air cargo value chain|integrated cargo logistics solution|enhanced operations|operational efficiency|business-led solution|freight management|rfid
3fe5a7,carriers|solution|digistics|unisys|automated systems|cargo business|business process|operational efficiencies|competitive cargo environment|low cost carriers|clients|unbeatable roi|high visibility|air cargo supply chain|cross-platform analytics
bcf241,brucloud app|freight forwarders|customs|brucargo community|brussels|time|awb|latest application|open community platform|manifest data|brucloud|cargo|dhl global forwarding belgium|group|errors
b47125,rsa global|dubai|fulfilment solution|significant investments|middle east|technology|greater control|customer experience|company|new fulfilment option|consumer|services|dedicated airside air cargo terminal|efficiency|digitisation
f9e9f0,"dhl|products|arc|new 90,000-square-foot singapore facility|singapore|storage|current operations|efficiency|southeast asian region|urban logistics center|country|life sciences|handling|technologies|ceo"
1ec7e3,integrated fair@link dashboard|customs process|timely manner|freight forwarders|awbs|dakosy|fraport license plate recognition system|incoming shipments|import|head|goods|frankfurt freight system|information|forwarder|export services
bcb769,solution|ibs icargo|german carrier|lufthansa cargo|legacy computer systems|lufthansa|major hubs|120 stations|future innovations|right product|core processes|major step|munich|vienna|frankfurt
ca70a2,tiaca|sustainability programme|international air cargo association|champ team|sustainable development|initiative|solutions|future generations|long-term partnership agreement|society|business needs|long-term strategies|industry representatives|program|presentation
2ae73d,"new 12,250sq m ilogistics center|engel|new facility|vienna centre|international machine manufacturer engel|small parts store|engel austria|logistics firm cargo-partner|later pick-up|logistics provider|storage space|spare parts logistics|parts-handling automation|right time|temperature changes"
920388,air cargo belgium|tiaca|brussels airport|data|place|technology|enablers|digital transformation|masterclass|theory|airfreight industry|logistics|vice chairman|head|brucargo
388c3b,cargo staff|air india cargo|shipment status|unisys|operational efficiencies|reconciliation solution|airline|processes|freight management|customers|unisys digistics modules|better credit control|cash flow|cargo business|transparency
316201,iag|applications|ideas|aviation industry|hangar 51 programme|products|start-ups|cargo operations|analytics|opportunity|demo day|business|disruptive companies 10 weeks|senior management members|asset tracking
ba2c74,new facility|cargo|data bottlenecks|janne tarvainen|retrieval system|cargo eye monitoring tool|perishables shipments|visibility|automated storage|future|new helsinki hub|capacity|finnair|poor data quality|operations
b4ddb3,cargo|dfw|john ackerman|dfw board member madeleine johnson|air cargo strategies|airport|year|north america|asia|facilities|cargo business|focus|capacity|high yield cargo commodities|dallas fort worth international airport
25dbaa,indian cargo drive|india|aisats|bengaluru|kempegowda international airport|trial operations|on-airport perishable cargo handling centre|food solutions provider|asian gateway services|year|karnataka state|government|air cargo industry|cold rooms|regions
4f6e0b,customers|24/7 easy-to-connect services|counts|af-klmp cargo|bookings|blue credits|unique way|specific needs|big data|loyalty programme|spokesperson|gertjan roelands|tailor-made offers|smes|passengers
808f8d,dubai express|freight forwarding|companies|ground|uae|dnata|france-based bolloré logistics llc|emirates airlines|stake|system|dubai airport free zone|transaction|major player|investment|dubai airport cargo village
702652,"shanghai pharma|dhl|dhl supply chain|temperature-controlled life sciences services|overseas distribution|world|mou|ceiv-pharmaceutical certification|245 square meters|airfreight station|iata|cho man|temperature-sensitive airfreight storage|april|1,650-square-meter facility"
84a17a,panalpina|facility|gdp approval|regional manager|frankfurt/main airport|certification|healthcare products|germany|temperatures|frankfurt airport|customers|temperature-controlled warehouse space|truck docks|verification|inspection
95663d,cargo security|customs procedures|iata|trade|airlines|standards|unctad|cargo-xml|security regulations|custom risk assessments|system|efficiency|freight forwarders|electronic communications|advance electronic data submission
680c66,"temperature-controlled logistics facility|logistics company|dubai|warehouse space|33,000 square meters|event updates|distribution center|logistics hub|massive logistics|lighting|solar-powered logistics center|hazardous material|klagenfurt|helsinki|local cargo hubs dwc"
b2075e,american airlines cargo|customers|critical business functions|technology|ibs icloud|processes|implementation|team|icloud|partners|live|impact|flexibility|transparency|cargo management system
90e523,ceiv certifications|present 28 companies|fumicino airports|certification|special cargo|iata|independent validator|supply chain|senior manager|ground|air france/klm|ceiv training|pharmaceuticals|center|industry
0c710f,panalpina|new state-of-the-art operational platform|germany|instant rate quotations|seamless customer experience|instant freight quotations|new airfreight booking platform|global shipments|key markets|door-to-door transactions|roll-out|airfreight customers|access|today|human intervention
f86d94,qatar cargo|cargo|pharmaceuticals|seamless cool chain|pharma product|temperature-controlled containers|facility|temperature range|dokasch|fastest transfer|customers|great solution|network|truck services|quality
52c150,cargocast|cargo|processes|forwarders|rfid|handlers|automated warehouse operations|systems|visibility|company|piece-level tracking|costs|logistics|piece|tracks
6cd324,delta cargo|president|airports|ceiv cert|airfreight mode|operations|cargo division|iata|gareth joyce|independent validators|industry|certification|region|milan|brussels
af38d5,gate chain|etihad cargo|iata|submissions|innovation award finalists|innovative solutions|entries|value creation|place march|ideas|drones|topics|ulds|skybreathe fuel efficiency|innovative decision support system
f91420,dfw|pharma flows|ceiv pharma certification|hyderabad airport|john ackerman|cargo community|tremendous demand|airport|ground handler dnata cargo usa|india|couple|airlines|trucking links|trade lane|indian airports group gmr
02ee93,pactl|shanghai airport authority|abc|airbridgecargo|pharma customers|mou|temperature sensitive shipments|china|iata ceiv|parties|time|closer cooperation|pactl cool center|companies|signing
30f410,e-freight initiative|qantas freight|paperless air cargo|data capture|demands|paper airwaybills|grant fenn|australia|rollout|local airfreight industry|iata|government agencies|forwarders|security|safety
047034,pharmaceutical products|special cargo|high-end pharma|air cargo volumes|temperature|iata ceiv pharma|airport|pharma supply chain|pharmaceutical shipments|products|pharma air freight|global pharmaceutical market|previous financial year|airlines|customers
d0452d,reg echeumuna|miami facility|company|new business|vice president|management|americas|unique service|key performance indicator|limited liability partnership|repair|ideas|los angeles|control tower|kpi
a13242,lufthansa cargo|europe|customers|united airlines|benefits|network|development|delivery|routes|project teams|processes|carriers|time|joint-venture capacity|partnership
51c86a,amerijet international airlines|temperature controlled|pharmaceutical industry|airline|certification process|company|president|ceiv certification|miami airport|temperature sensitive cargo|facility|high standards|commitment|transparency|patient safety
f25e0a,forwarders|times|new app|brussels airport|delivery yesterday|faster pick-up|slot booking app|handler|300 slots|yesterday|freight management|cargo|reserved gate|brucargo community|nagel
229794,mnx|new york|pharma hub|chain facility|life sciences|security|storage|additional temperature-controlled storage|-20 degrees celcius|medical device customers|transportation|customers|regulatory control|custody|expertise
c609cf,ecommerce|airfreight|air cargo europe conference|group discussion|industry|place|advance data|air conference debates|wca president david yokeum|accenture freight|services|logistics practice|iata head|potential|tobias seidler
2c1870,tiaca board|impressive new airport|turkish cargo|özen|international air cargo association|turkish airlines|effective leadership|turhan özen|turkey|business development|completion|board|changes|members|chairman
43a146,iris|bookings|french freight forwarder geodis|kpi management|ocean shipments|online quotes|geodis|customers|shipment-related documentation|label printing|access|real time|local charges|milestone alerts|end-to-end cost structures
bb468d,cathay pacific|trials|cathay pacific cargo terminal|data|unilode aviation solutions|next-generation track|ble|greater transparency|actual shipments|customers|air freight journey|proof|airline|industry|technologies
6f627c,service|dhl|brazil|regulatory requirements|investigator sites|exports|brazil-usa medical express service|dry ice supplies|logistics solutions|clinical trials|bookings|regulatory complexities|customers|mike parra|health
733bd1,"8,000 team members|management system|700 people|customer experience|technology changes|legacy technology|ibs software|implementation process|business|size|development jessica tyler|american airlines cargo|fort worth|new headquarters|vendor partners"
f9569e,cargo business|ibs software|korean air cargo|icargo solution|operational efficiency|mobility capabilities|air mail|global cargo hub|head|cargo revenue accounting|introduction|carrier|airline|full-scale cargo management system|legacy system
c09f2d,tigers|products|e-commerce market|service shippers|end-to-end supply chain solutions|platform|container freight station|unique initiatives|etigers product|miami|miami storage capacity|capabilities|company|new facility|wine
5e89f7,regional services|panalpina|network infrastructure|single provider|customer|systems|global forwarder|global provider|internet connect services|employees|specific applications|ip-based virtual private networks|new global enterprise resource planning|chief information officer|security
278134,trinium technologies|wisetech global|schneider logistics transportation|185 trucking customers|road transport|seafreight containers|tms|canada|customs management solutions provider|warehouses|supply chain|provider trinium|well-regarded leadership team|los angeles|inland rail terminals
a03ac8,customers|air|dhl ocean connect lcl|ocean options|day|online service|ocean freight|book|mydhli quote|general cargo|quotations|door-to-door shipments|dhl global forwarding|times|users
a6176d,dhl|wide range|global forwarding air|operations personnel|great trust|shenzhen youkeshu technologies|shipments|delivery requirements|timely manner|e-commerce|agile manner|asia|hubs|rail freight services|drone deliveries
1b0c77,life science|pharma centre|facility|dhl global forwarding|transport|amsterdam schiphol|healthcare products|constant temperatures|medicinal products|good manufacturing practice|dhl|temperature-controlled network|gmp|gsp|historic boundaries
c50e9a,iag cargo|logistics supply chain|constant climate product|gdp|cool chain process|course|correct handling|good distribution practices|training workshop|exelsius|visit|life science industry|air|classroom training|continued need
477e81,cargo control center|management|shipment tracking|delta|freight|trucks|operation reliability|ability|globe|potential service issues|customer experience|gareth joyce|cargo transportation|virgin atlantic|uld
6ebbde,cargolux|trinkaus-solutions|lower aircraft fuel consumption|lightweight material|cargo carrier|conventional corrugated products|squair-timber product|use|aircraft|addition|time|lower aircraft engine emissions|lower costs|beams|year
129856,globalink network|sky space cargo|instant quote functionality|global value network|cargo shipments|customs documentation|industry trends|members|transparency|electronic payment gateway|days-long price negotiation|edge cargo|ceo bill siemens|platform|siemens
ffc4a5,customers|zebraxx partnership deal|delivery information|k+n|kuehne|nagel|visibility solutions|zebraxx|epod|social message platforms|agreement|relationship|consignments|enhanced functionalities|mobile devices
ff2ba3,warehouse|k+n|kuehne|nagel|pharma logistics contract|sanofi|geel|belgium|pharmaceutical production|raw materials|life-sciences company sanofi|freight forwarding|temperature-controlled zones|8°c.|15°c
43b466,startups|u.s.-based technology|program|kaleido logistics|second logistics tech accelerator|new corporate collaborators|accelerator|rocketspace|market|product|cohort|man truck|smart warehouse|ingram micro|lufthansa cargo
344baa,logistics|dhl|joint report|ibm|intelligent logistics assets|current technology|manufacturing industry|artificial intelligence|societal conditions|image recognition|shipments|previous time|logistics workforces|business|operational paradigms
966f1a,brussels airport|logistics buildings|cargo|logistics|investment|belgium|surface area|temperature sensitive products|companies|specific transport|future|brucargo|position|ambition|strategic vision
898ee1,air cargo management|cargo|shipment|mercator|airfreight systems|chief technology officer|warehouse agents|process changes|warehouse app|industry|ground handling|operators|open architecture platform|finnair cargo|intelligent cargo ecosystem
24a176,new lufthansa arm|configurable transport solutions|online retailers|custom solutions service|e-commerce solutions|heyworld|shipments|service development|high level|timo schamber|simple customs clearance|erp systems|brussels airlines|shipping software|eurowings
c94155,"dhl|dallas|local parcel centers|deutsche post dhl group|mega parcel|e-commerce|bochum|international shipping operations|shipping facility|4.3 million parcels|germany|days|businesses|50,000 shipments|growth"
14f3d9,wisskirchen|echos|provider topsystem|operations system|electronic cargo handling|paper|cologne|cargo management|employees|mobile app|mechos|logistics|documentation result|staff|airside
5f1979,hyper-secure blockchain technology|flydubai cargo|supply chain firms|vice president|public electronic network|way|dnata|efficiency|transparency|emirates innovation lab|strategic services|new system|ibm|paper-based process|logistics platform
37170e,open pharma logistics hub|k+n|healthcare industry|extended customer base|temperature-sensitive products|south america|commitment|temperature requirements|cutting-edge facility|clean energy|areas|air|renewed laboratory|quality control|kuehne+nagel
c70012,latam cargo|new product portfolio|company|specific needs|maximum transit time|customers|services|new processes|clients|preference|systems|north america|pharmaceutical products|standard|new flex product
29f36d,thrucool quality corridor network|sia|pharmaceutical products|singapore airlines|skycell|pharmaceutical cargo|industry|temperature-controlled pharma containers|swiss-made containers|transportation|thrucool|maximum radiation|temperature-sensitive pharmaceutical shipments|amsterdam|steady temperature
b69e1f,dhl global forwarding|cold storage|integrated service|shanghai air freight terminal|life sciences|healthcare customers|new warehouse|cool room|dhl shanghai|distribution|car components|value|machinery|warehousing|cool chain investment
e2259a,emirates skycargo|pharma corridors|temperature-sensitive pharmaceutical shipments|dubai|temperature sensitive pharma cargo|network|hub|addition|rollout|stations|ground|pharma transport|additional protection|operations|product integrity
37d394,cargo handler wfs|open new pharma centre|cargo|temperature monitoring solution|paris cdg airport|centre|iata ceiv pharma|management|new warehouse management system|temperature-controlled pharmaceutical shipments|facility|team|straight ground|equipment|priorities
126109,etihad cargo|pharma|cool chain association|aero memberships|ceiv|processes|industry standards|cargo|logistics arm|chairman|technological ideas|active participation|cca|insight|pharmaceutical shippers
624b64,mabkargo|certificate|ceiv pharma certification|chief operation officer|pharmaceutical products|excellence|temperature|malaysia aviation group|ceremony|signing|services|mab kargo|iata|cargo partner|air freight industry
d92e49,pharma|aero|free airport|singapore airlines cargo|pharmaceutical supply chain|freight forwarder expeditors|member|miami international airport|healthcare industry|ceiv airport communities|johnson|expertise|cross-industry collaboration|companies|best practices
80bd8e,airport digitalisation|siemens|data|baggage data|system|enhanced passenger convenience|mindsphere|temperature analysis|analytics starter kit|customers|cloud-based software solutions|airlines|industrial firms|forecast failures|prediction
9e3128,etihad cargo|cargo|iata ceiv pharma|abu dhabi international airport|temperature-controlled services|major boost|focus|certification|airline operations|pharmaceutical logistics|abdulla mohamed shadid|pivotal year|cool dollies|thermal blankets|facilities
a248c5,cargo facts emea|official accelerator partner|hangar|inaugural demovation challenge|israeli aerospace industries|logistics-focused startups|predictive maintenance|manufacturer|use|lexx technologies|products|services|israel|technologies|portability
c6d775,panalpina|product quality|safety|good distribution practice|subcontractors|pharmaceuticals|supply chain|pharma products|performance|qhse|key suppliers|business units|global head|company|40-50 gdp audits
091402,xware|wisetech global|integration provider|xware customers|future development|sectors|sweden|logistics|director jonas ericsson|product|partners|organisations|information|quality|swedish armed forces
6f34e6,korean air|ibs software|icargo cloud platform|cargo|american airlines cargo|operational efficiency|revenue management system|core sales|revenue accounting|solution|addition|booking system|head|maximum conversion|opportunities
cd55c3,app|brucargo|ground|times|airport cargo communities|brucloud|brussels airport|local stakeholders|air cargo supply chain|application|deliveries|nallian|community|peak|elimination
af1b33,warehouse reorganisation|cargo track|singapore|cargo pallet handling|different terminals|processing time|import|number|aviation productivity conference|praise|teams|sats|cent reduction|flow|shipments
d9634b,customers|ibs software|american airlines|technology platform|processes|icargo|critical business functions|industry|implementation|web-based cargo management system|airline spokesperson|team|rick elieson|president|partners
02296b,reliable transport solution|lufthansa cargo|services|new e-commerce solution|online retailers|high level|digital marketplaces|timo schamber|e-commerce sector|requirements|simple customs clearance|end-to-end shipment tracking|heyworld|reliability|pricing
4ae108,new facility|products|parcel|constance|sppal|airport logistics|manufacture|siemens|siemens postal|employees features|systems|customers|automation expertise|trends|michael reichle
21689f,"temperature-controlled warehouse space|new facility|brussels airport|swissport brussels pharma center|cargo|swissport international|handling|system|automated material|deputy prime minister|pallets|europe|pharmaceutical products|3,620 square metres|companies"
363e35,sem customers|air france klm cargo|blue credit scheme|services|cargo booking|unique way|gertjan roelands|bookings|vice president europe|flights|big data|counts|market organisation|enhancements|sophisticated crm strategy
76acf0,automatic quoting system|freight forwarders|rate management|pangea partners|automatic pricing|supplier|company|digital changes|potential client|freightalia|network|airlines|importers|agents|items
1fd076,airports|global standards|ceiv accreditation|steve polmans|brussels cargo|head|bioscience conference|group|pharma|term|world|johnson|benefits|final frontier|network
063b0f,systems|jessica tyler|team|legacy technology|customers|development|american airlines cargo|icargo roll|business|ibs software|new tool|digital drive|new end-to-end cargo management system|effort|implementation
aeef09,hamburg airport|processes|pilot project|air cargo center|customs|dangerous goods|system|agents|airlines|partner|times|freight|fair@link|software developer dakosy|companies
d04d76,cargo|customs information|pilot project speeds cargo transport|shipments|schiphol|data|air france klm|supply chain|frankfurt|smart cargo mainport program|transport|information|central system|co-operation|ground
e83e31,passive containers|temperature limits|product characteristics|air cargo pharma supply chain|certain shipments|pharma industry|passive solutions|pharma transports|general cargo|overall risk profile|temperature control|delta cargo|active solutions|iata ceiv pharma certification|applicable standards
e51829,vse aviation|b&h|customers|operation|365 service|facility|aerospace logistics company|supply chain management|storage|spare parts|mro|repair|singapore|business|two-year vse aviation contract
a16956,pga|pharma efforts|airport community|schiphol|supply chain|iata|cargo|certificate|support|pharmaceutical logistics|recognition|vck logistics|jonas van stekelenburg|shippers|global head
6ea056,air france-klm|cargo strategies|better service|e-commerce strategy|new strategy|package-level freight|carrier|world|combination-carrier-operated sorting system|amsterdam|ams|barcelona|bcn|klm routes|executive vice president
2e66ba,thrucool pharma product|temperature-controlled pharma|sia|temperature-sensitive pharmaceutical shipments|customers|ground handler cargologic|healthcare shipments|cold chain services|quality corridor|ceiv|asia-pacific region|cargo|cold room facilities|thermal blankets|covers
5c5af3,dhl|customer eaton|rheinbach|new site|eaton facility|new plant|dhl supply chain|easy connection|strategic partnership|new distribution centre|automated storage facility|beginning|germany|ground|construction
cd2b55,cool chain association|perishables|cca|data|food loss|temperature excursions|grower|members|shipments|information|global head|value chain|importers|collaborative work flows|proactive way
f90f40,cargo.one|nippon cargo airlines|nca|freight forwarders|capacity|integration process|technological requirements|partnership|large number|customers|platform|japan|general manager|vice president|head
5fe9b7,alibaba cloud|pai|businesses|large-scale data|tools|algorithms|practical use|technology|customers|artificial intelligence|platform|largest airfreight shipments|shippers|patterns|development costs
4673a3,company|worldwide logistics group|china|va-q-tec signs|tempchain service center|outbound business|transportation|container|chinese partner|box rental fleet|shanghai|great potential|pharma market|partnership|world
7ebfcc,protection product|white cover advanced|external temperatures|transportation|cool chain solutions|emirates|advanced|range|crt|dubai-based operator|tyvek material|middle east carrier|perishables|shipment|pharmaceuticals
1a697b,cargo eye|speedcargo|companies|products|ai-powered robotic air cargo system|sats|tumcreate team|singapore|laborious processes|services|project|uld|real-time|digital fingerprint|research outcomes
ce1050,solace|core|iot|air carriers|partnership|unit load devices|innovative solutions|real-time tracking|air cargo shipments|uld tracking|technology|smarter analytics|security issues|potential logistical problems|things
8690ad,slot booking app|idle times|application|wfs general manager|brussels airport|ground|different cargo types|dhl global forwarding airfreight director|logistics|delivery|facilities|data|forwarder|live operations|interest
