document_id,terms
382565,cargo handler dnata|facilities management practices|temperature mapping|pharma|technology|gdp certification|quick response|quality systems|company|potential transport routes
722280,"finnair cargo terminal|cargo managers|finnair cargo|operation|31,000 square metres|pekka vauramo|facility|airline|uld|jukka glader"
f6e662,cargo iq standards|second audit|abc|operations|supply chain stakeholders|airbridgecargo|active member|sgs|moscow|russia
53328d,mab kargo|new halal logistics service|halal industry|sejung group|ms2400-halal certification|malaysia airlines academy|non-halal shipments|launch event|jakim|nippon express
a669f7,qep accreditation|envirotainer providers|etihad cargo|chhatrapati shivaji international airport|temperature-controlled freight industry|customers|locations|abu dhabi hub|hard work|temp
7a84c5,facilities|heathrow cargo centre|wfs|airside freight facility|hub airport|modern warehouse space|heathrow|551 shoreham road|continued demand|lease
44d783,airbridgecargo signs deal|sonoco thermosafe|deputy director|temperature-sensitive shipments|pharmaport|abc|agreement|fedor novikov|safety|customers extra reassurance
eba27a,sixth airline|lufthansa cargo|ceiv|certification|pharmaceutical products|iata|alexis von hoensbroech|pharmaceutical shipments|frankfurt cool centre|processes
7847e1,delta|delta cargo|rap cool-chain containers|pharma options|csafe|superior insulation|cold-chain pharma programme|atlanta warehouse|virgin atlantic|jeff pepperworth
b8062a,ups|marken|clinical trials|acquisition|healthcare logistics|business services officer|flexible network|company|life science industries|transportation
37e270,pharmaport 360s|sonoco|cargolux airlines|cargolux|bulk shipping container|director global services|smooth transportation|pharmaceuticals|partnership agreement|service
4157e4,wca|independent logistics providers|swiss worldcargo|swiss international air lines|air cargo division|specialty groups|chief cargo officer|airlines|shippers|range
529d6f,csafe rap container|payloads|approval|csafe global|easa|new rap temperature-controlled container|extreme ambient temperature conditions|technologies|long-duration shipments|csafe rkn
3672ad,african handler siginon aviation|ground|jkia|agreement|sia cargo agreement|high service standards|rigorous audit|singapore airlines cargo|global standards|airline customers
e8f155,"swissport|second vienna airport warehouse|cargo services|new warehouse|7,000 square metres|facility|clients|direct airside access|shipments|austria"
185536,va-q-tec|south america|uruguay|montevideo operations|president|group director sales|temperature|logistics|business|region
d6a9d1,dhl|united|puerto rico|san juan|pharma partnership|sales|324 pallets|services|pharmaceutical companies|cold chain storage upgrades
ca2799,contract logistics development|dubai|africa|second logistics center|middle east|new dubai airport hub|contract logistics/supply chain management|facility|ako djaf|work
b228ce,wfs|pharma|copenhagen airport|cargo|pharmaceutical products|state-of-the-art copenhagen pharma facility|strict requirements|airport|opening|largest facility
e01ae8,csafe rap containers|virgin atlantic|csafe|customers|temperature range|healthcare products|cargo|partnerships|pharma transportation|solutions
9fb11e,pharma|aero|ceiv|newest members|airport communities|international air transport association|collaboration|alha group|industrial partners|pharma shippers
7e0e0a,dhl|iata ceiv|bogota|pharmaceutical industry|david goldberg|productivity|approach|international air transport association center|los angeles|miami
18637b,frankfurt|largest iata ceiv|celebi cargo|europe|air cargo community|hub|entire process chain|center|iata|airline
1f1eb7,cold-chain shipments|dhl application|free app|lifetrack mobile application|android platforms|online cold-chain tracking|touch|status|customers|round-the-clock cold-chain experts
2aee30,skycell|temperature-sensitive containers|united cargo tempcontrol|tempcontrol service|precise temperature control|temperature|relentless focus|extensive network|quality service today|integrity
2d7394,"swissport|swissport pharma center|3,620 square metre|3,620 sqm|efficient air cargo|building|end-to-end facilities|new warehouse|wirth|executive vice president europe"
68a1dc,pga|data collection|pharma shippers|supply chain|schiphol|shipments|scientific research|shippers|temperature excursions|amsterdam university
a4df5e,"cargo capabilities|pharma centre|vienna airport|13,000 square metres|expansion|sustainable growth|dhl|future growth area|management board|transport infrastructure"
ff6cde,gdp status|northern ireland forwarder campbell mccleave|passport|levels|life sciences|international|patient safety|good distribution practice|compliance|irish exporters association
779ac7,aeo certificate|istanbul-based carrier|turkey|trade operations|turkish cargo|advantage|new competence|republic|ministry|world customs organisation
6db385,"cathay|uld fleet|chep|pallet accessories|uld management deal|solutions|lightweight containers|25,000 ulds|five-year agreement|operational requirements"
d38cc0,kuehne|nagel|vienna airport|pharma centre|area|regional airfreight manager|pharmaceuticals|austria|2-8c shipments|partnership
84f7d8,iata ceiv pharma certificate|euroairport cargo terminal|airport stakeholders|fischer road cargo|euroairport|swissport|swiss worldcargo|fiege|france|switzerland
382423,cathay pacific|ceiv fresh|perishable products|perishable cargo|iata|quality assurance|special handling|hong kong|senior vice president|passenger
f38b99,rap temperature-controlled container|united|csafe|specialised tempcontrol product|customers|network|patients worldwide|impeccable performance|capacity|lifeguard services
3fe7e4,pactl|airbridgecargo|pharmaceutical shipment|mou|best customer experience|abc|iata ceiv|temperature sensitive shipment sectors|agreement|business cooperation
51fa1e,american airlines|csafe rap containers|life-science customers|global reach|autonomous temperature management system|healthcare|latest airline|pharmaceuticals|mind|jeff pepperworth
8ede8e,flower shipment data|air waybill numbers|schiphol|flower type|portal|boxes|cargo|scmp|floriculture|parties
bf1809,dachser india|india|iata ceiv pharma|air|mumbai|hyderabad branches|director|rigorous auditing process|companies|industry standards
b5730c,csafe|shipper|range|kalibox passive pallet shipper|japan|korea|france|new business operations|sizes|global sales
185025,wfs|new pharma facility|air india cargo contract|cargo|denmark|pharma volumes|iata ceiv certification|new temperature|airline customers|brussels
d4448b,qatar airways|air cargo carriers|qep accreditation|envirotainer containers|envirotainer provider training|pharmaceutical products|quality programme|global customers|network|first-rate air transportation
04aa9e,"6,000 sq ft life sciences|packaging firm va-q-tec|agility|india|centre|preparation|conditioning|box packaging|chief executive|global demand"
83f456,new white cover solution|emirates skycargo|cargo|dupont|dubai|enhanced protection|new solution|temperature sensitive cargo|skycargo|tyvek xtreme w50 material
4e3c63,"swissport basel|pharmaceutical logistics|ceiv pharma certificate|cargo facility|basel|warehouse|temperature range|international|year|47,000 tonnes"
36cff7,iata ceiv pharma certification|american airlines cargo|process|ceiv|pharmaceuticals|healthcare facility|miami international airport|staff|regulations|best practices
619ffe,peli biothermal|uld stations|frankfurt|expansion|company|new european drop points|temperature|packaging|april|crēdo
aa8693,lufthansa|va-q-tec passive temp-control containers|va-q-tainer thermal containers|va-q-tainer|joachim kuhn|germany|customers|va-q-tec|product|sales
883b57,dominik misskampf|air cargo supply chain|process|lug|frankfurt airport|company|possible expansion|hcc|senior project manager|iata ceiv pharma certification programme
7fade7,brucloud|new perishables management app|inspection process|fasfc|forwarders|perishable capabilities today|bru|brussels|food chain|document exchange
761857,csafe|latam cargo|swiss worldcargo|csafe rap containers|latest carrier|year|airfreight division|swiss international air lines|handler worldwide flight services|air france-klm-martinair
e205fc,prague airport|peli biothermal|credo|demand network|new european drop points|network stations|customers|additional locations|rhenus logistics|rental drop-off
