document_id,terms
a669f7,qep accreditation|etihad cargo|envirotainer|abu dhabi international airport|chhatrapati shivaji international airport|sydney kingsford smith international airport|etihad cargo senior vice president|abu dhabi hub|manchester airport|melbourne international airport
7a84c5,heathrow cargo centre|wfs|heathrow|segro|real estate investment trust segro|central london business unit|wfs 's]|2-8°c pharma products|airside freight facility|busiest airfreight gateway
44d783,sonoco thermosafe|pharmaport|airbridgecargo airlines|abc|pharmaport 360 temperature-controlled containers|control tower 24/7|much-needed air freight solution|precise temperature mode conditions|5°c|airbridgecargo signs deal
eba27a,lufthansa cargo|sixth airline|alexis von hoensbroech|cool/td product|iata|german airline|frankfurt cool centre|maximum reliability|board member product|new international certificate
7847e1,delta|new csafe rap container|extended battery run time|first-rate cold-chain pharma programme|rap cool-chain containers|cold-chain pharma programme|superior insulation|large payload compartment|best-in-class operating system|joint venture partners
b8062a,"ups|marken|acquisition|clinical trials|healthcare logistics|life science industries|pharma logistics specialist marken|global supply chain specialist|healthcare logistics services portfolio|49,000 clinical trial sites"
37e270,cargolux|sonoco thermosafe|integrated faa-approved telemetry system|cargolux airlines|smart active containers|key mechanical components|franco nanna|director global services|smooth transportation|sensitive commodities
4157e4,wca|swiss international air lines|freighters|swiss worldcargo|wca president david yokeum|belly cargo world conference|freight forwarding network|independent logistics providers|air cargo division|cross-cooperation projects
529d6f,easa|approval|payloads|rap|csafe rap|new rap temperature-controlled container|european aviation safety agency|extreme ambient temperature conditions|new temperature-controlled container solution|csafe rkn active container
3672ad,jkia|siginon aviation|sia cargo|ground|african handler siginon aviation|kenyan cargo handler siginon aviation|jomo kenyatta international airport|siginon aviation divisional manager|art air cargo terminal|kenya civil aviation authority
e8f155,"swissport|direct airside access|vienna airport|clients|second vienna airport warehouse|second air cargo warehouse|7,000 square metres|2,100 square metres|senior vice president central europe|total space"
185536,"va-q-tec|uruguay|latin america|montevideo|pharmaceutical industry|new latin american head office|2,000 containers|state-of-the art airport facilities|montevideo operations|rental services"
d6a9d1,"puerto rico|san juan|dhl global|united|dhl|cold chain storage upgrades|newark liberty international airport|luis munoz marin airport|5,616 square foot warehouse|100 percent redundant refrigeration systems"
ca2799,"dubai|middle east|africa|new dubai airport hub|dubai world central airport|35,000 sq m temperature-controlled warehouse|3,500 sq m mezzanine area|new state-of-the-art logistics center|karl-heinz emberger chief executive|contract logistics/supply chain management"
b228ce,"wfs|morten t mortensen|copenhagen|copenhagen airport|upgrading|pharma volumes|state-of-the-art copenhagen pharma facility|new state-of-the-art pharma facility|new 1,500 sqm building|2-8°c pharma products"
e01ae8,virgin atlantic|csafe|csafe rap|rap container|european aviation safety agency|thermocor vacuum installation panel technology|4.8 tonnes|extended battery run time|csafe global vice president|csafe rap active container
9fb11e,aero|hkia|alha group|johnson|airbridgecargo|pharmaceutical industry|hong kong international airport|international air transport association|ceiv pharma partner airport|hkia assistant general manager
7e0e0a,bogota|dhl|dhl global|approach|iata ceiv pharma standards|international air transport association center|key u.s. hubs|rigorous audit certification process|dhl global forwarding ceo|dhl temperature management solutions
18637b,frankfurt|europe|air cargo community|international air transport association|fcs frankfurt cargo services|lufthansa cargo cool center|largest iata ceiv|pharmaceutical gateway|perishable center betriebs|bollore logistics germany
1f1eb7,app|cargo mobile tracking app|dhl application|cold-chain shipments|lifetrack mobile application|ios|android platforms|free app|online cold-chain tracking|management platform
2aee30,skycell|skycell containers|tempcontrol service|united cargo|special rechargeable cooling temperature|health care shippers demand|united cargo tempcontrol|temperature-sensitive containers|internet|things sensors
2d7394,"end-to-end facilities|approach|swissport|3,620 square metre|new swissport pharma center|25,000 square metre advanced warehouse|3,620 sqm|brand new swissport pharma center|2,620 sqm|1,000 sqm cooling facility"
68a1dc,data|action|pga|cargonaut|schiphol|temperature excursions|issue|pharma shippers|research|shippers
a4df5e,"air cargo centre|new pharma handling centre|vienna airport|13,000 square metres|cargo capabilities|logistics centres|dhl|logistics partners|management board|expansion"
ff6cde,passport|gdp|northern ireland forwarder campbell mccleave|campbell mccleave company accountant|iea chief executive simon mckeever|iea gdp passport certification|gdp status|irish exporters association|iea|forwarder campbell mccleave
779ac7,turkish cargo|turkey|certificate|on-site customs clearance procedures|aeo certificate|economic operator certificate|trade operations|international arena|istanbul-based carrier|advantage
6db385,"chep|fleet|cathay pacific|uld fleet|lightweight containers|freighters|25,000 ulds|hong kong-based cathay pacific|cathay pacific director cargo|belly cargo world conference"
d38cc0,"kuehne|nagel|vienna airport|pharma centre|k+n|1,600 sqm|vienna airport operator flughafen wien|new pharma handling center|vphc|december"
84f7d8,"euroairport|iata ceiv pharma certificate|fiege|fischer road cargo|presence|swiss worldcargo|switzerland|swissport|france|21,000m2 cargo terminal"
382423,cathay pacific|ceiv fresh|perishable products|hong kong|general manager cargo service delivery|cathay pacific services limited|wastage|nick careen|duty|new certification
f38b99,united cargo|new csafe rap container|csafe global|csafe rap temperature-controlled container|6.68 cubic metres|evo cold chain 2.0 system|csafe|specialised tempcontrol product|effective insulation|key component
3fe7e4,"pactl|mou|airbridgecargo|pharmaceutical sector|shanghai pudong air cargo terminals|temperature sensitive shipment sectors|100,000 tons|reliable cool centre solutions|business cooperation|strategic cooperation agreement"
51fa1e,american|american airlines|american airlines cargo|csafe rap|csafe rap temperature-controlled active containers|autonomous temperature management system|new active temperature management|latest airline|life-science customers|unmatched operational performance
8ede8e,air waybill numbers|data|scmp|schiphol|portal|parties|flower shipment data|order number|holland flower alliance|boxes
bf1809,dachser india|dachser|hyderabad branches|india|mumbai|iata ceiv pharma certification|international air transport association|second logistics firm|pharmaceutical logistics recognition|huned gandhi
b5730c,kalibox passive pallet shipper|csafe chief executive officer|innovative time|quick assembly system|easy opening|active container company|kalibox|200 litres|past year|new business operations
185025,wfs|denmark|iata ceiv pharma certification|air india|copenhagen|brussels|air india cargo contract|largest air cargo handler|2-8°c|15-25 °c environments
d4448b,"qatar airways cargo|qatar airways|qep accreditation|pharmaceutical products|envirotainer|accreditation|state-of-the-art airside climate control centre|2,470sqm airside transit facility|156 unit load devices|compliance"
04aa9e,"india|agility|lsec|preparation|va-q-tec|countries|new hyderabad pharma facility|6,000 sq ft life sciences|rajiv gandhi international airport|agility life sciences customers"
83f456,dupont|white cover|emirates skycargo|emirates|skycargo|tyvek xtreme w50 material|new white cover xtreme|white cover advanced|white|dubai international airport
4e3c63,"swissport|basel|ground handler|modern air freight terminal|47,000 tonnes|7,500 square metres|+25 degrees celsius|new custom-built air cargo warehouse|16,000 square metres|4.7m tonnes"
36cff7,"american airlines cargo|iata ceiv pharma certification|international air transport association|25,000 square foot|american airlines cargo manager|home base|healthcare facility|philadelphia international airport|cold chain strategy|temperature-control network"
619ffe,peli biothermal|global peli biothermal clients|new european drop points|expansion|uld stations|latest network station|global pharmaceuticals sector|new frankfurt facility|worldwide expansion|additional depot
aa8693,lufthansa cargo|va-q-tainer|germany|va-q-tec passive temp-control containers|-70°c|temperature-controlled specialist|va-q-tainer thermal containers|german flag-carrier|external energy sources|lufthansa cargo customers
883b57,hcc|misskampf|lug|health care center|new infrastructure|frankfurt airport|competitiveness|lug air cargo handling|alarm system guarantee clients|air cargo supply chain
7fade7,brucloud|bru|fasfc|new perishables management app|new perishable management application|perishable capabilities today|pilot launch|perishable management app|open data|brucloud platform
761857,swiss worldcargo|csafe|swiss international air lines|csafe rap active temperature-controlled containers|international air transport association|gdp)-certified pharmaceutical facility|john f. kennedy international airport|handler worldwide flight services|airfreight division|latest carrier
e205fc,credo|peli biothermal|demand network|rhenus logistics|drop points|network stations|number|new european drop points|peli biothermal service centres|peli biothermal vice president
