document_id,terms
26196f,minnesota manufacturing awards|innovation pelican biothermal|life sciences industry|award-winning thermal protection packaging solutions|indianapolis|business award|demand program|united kingdom|vaccines|hard work|minnesota business magazine|logistics professionals|new network locations|generation|european office
654c7b,carrier american airlines cargo|service|cool management|american airlines cargo reefer containers|abu dhabi|transportation process|entire fleet|american airlines cargo|excellence|temperature-sensitive air freight|airline|extent|owner|successful test run|costs
bd1fb2,los angeles international airport|new charter service|freight forwarder news|hong kong|facility|south bay area|prism realty corporation|brand-new building|first tenant|statement|fourth quarter|order|plans|inbox|may
df8adc,mandatory speed reduction|ship|shipping industry|propulsion power|co2 emissions|trade-off|operational energy efficiency|liner companies|single carrier source|green technologies|new proposal|fuel bill|environmental conditions|vessels emissions|range
79279b,general manager cargo service delivery|cathay pacific|first airline|quality assurance|shipment journey|organisations|hong kong|perishable products|handling|new certification|world|senior vice president|reputation|cathay pacific services limited|continuous improvement
b400a3,iata ceiv pharma certification programme|qualified air cargo supply chain|new client structure|health care center|healthcare shipments|lug spokesperson|expansion project|competence team pharma|frankfurt airport|ground handler news|adaptation|company|alarm system guarantee clients|emirates skycargo|temperature sensitive cargo
19faae,rome flights kenya airways|area cargo manager|geneva|ambitious major african carrier|global hub|boeing|warehouse services|nairobi|united nation|warehousing partners|rome|international organisations|italian markets|katrina hanson|capacity
801271,china southern tyre fire|cargo|aviation safety record|hainan airlines crash|investigation|second fire|dents china|hours|passengers|china southern passenger a321|worries|september|gungzhou baiyun international airport|alarm|employment history papers
92f079,alliance agreement discussions|american waterways operators|container carriers|provision|us-flagged tug services|commissioner william doyle|safeguards|shipping act|maritime business community|shippers|united states|sub-contractors|disruption|precedent|strategic operation agreement
33df7f,air cargo security program|transport canada|goods|air cargo news|air cargo security process|amendments|passenger aircraft|secure cargo|current air cargo security program|air cargo canada|department officials|canadian shippers|net benefit|place|air cargo
a7fdf7,container shipping lines|relevant data|organisations|platform|forwarding industry|independent management board|separate trading partners|forerunners|logistics|customer base|new technologies|global shipping network|potential way|transport companies|single ownership principles
881323,mexico american airlines cargo|local sales presence|force station manager|vast global network|logistics venues|mexico city|customer service|airlines|seafood|entire product portfolio|auto parts|local markets|american airlines cargo|unique understanding|monterrey
8b6926,big pharma consumer market|tap cargo|container rental agreement|brazil trade lane|temperature controlled solutions|business development|cool chain air freight|high value pharmaceuticals|brazilian pharma hubs|other markets|external energy sources|airline taps|pallets|europe|advanced options
9b1eca,asia-north america air cargo routes|new boeing|freighter|shanghai pudong|asia|freight expansion|taoyuan international airport|eva|nautical miles|dedicated cargo gateways|los angeles|twin-engine air cargo carrier|hanoi|md11 freighters|airfreight services
4002d3,online booking|global logistics provider|book shipments|toll group last month|effective customer experience|new service|bookings|dhl|system|dhli quote|sme shippers|intuitive user interface|prior online tool|road test|booking platform
e36d07,core transport technologies|airlines clients|air cargo industry|ongoing annual uld care conference|proprietary logistics programmes|fy19 revenues|initial partnership|shippers|advancements|service product|cost-effective uld operations|company|total world trade shipments|code|aircraft equipment
a387bd,boeing|abc|fifth 747-400 freighter|aircraft capacity|production delays|markets|year|fleet|freighters|airline|delivery|executive president|brand new boeing|commitment|shanghai
1e3254,iata ceiv pharma certification|customers|global hub|consistent pharma product|pharma industry vertical team|transport service providers|fastest-growing all-cargo airlines|control processes|abc|pharma shipments|quality program|major pharmaceutical markets|moscow sheremetyevo airport|ramp agents|good distribution practices
ca0134,process hong kong airlines|time critical freight services contract|expansion programme|new routes|b&h worldwide chief executive officer|regional carrier|aog logistics|destinations|customs clearances|asia|timely arrival|special administrative region|hong kong facility|time critical solutions|b&h global network
df01b1,air cargo centre|future growth area|new pharma hub|pharma centre vienna airport|export production value|square metres|future pharma handling centre|transport infrastructure|cargo capabilities|logistics partners|facility expansion|management board|state-of-the-art air cargo centre|market niche|enlarged air cargo centre
a794b4,global pharmaceuticals sector|pharma logistics news sign|network station|new frankfurt facility|expansion|temperature controlled packaging|demand rental program|sao paulo|company|additional depot|new european drop points|april|reusable credo line|major logistics hub|location
ead6e6,online portal uzbekistan airways|airlines|traxon global customs|real-time availability|house air waybill processing|cargo community service|champ cargosystems|uzbekistan airways signs|globe|business online|unique strength|cargospot airline|price|direct connectivity|single platform
84a10f,service network|restructuring|key commercial contacts|vessel departures|teu|bookings|japanese carriers|companies|south american west coast|service provider fees|little disruption|tonnage|business plan|ocean network express|back office staff redundancies
e431d5,new freighters egyptair cargo|airbus a330-200 passenger-to-freighter conversions|freighter operator news|airline|ton capacity boeing freighters|fleet|cologne services last year|delivery|freighters|future plans|first aircraft|cairo base|middle east|a330-200p2f programme|cargo growth
052c34,innovation centres|innovative supply chain solutions|seamless data exchange|new technologies|netherlands|contract logistics services|buyers|asia pacific innovation centre|global software-industrial provider honeywell|organisations|interfaces|connected warehouses|physical assets|process|new innovation centres
d16a1a,asian air freighter operators|facility|executive vice president global strategy|cargo centre|dallas airport|perishable products|ground handler news|operations last year|airline network|capacity|shippers|seafood|many trade lanes|entire air transportation process|dfw
0f0757,delta cargo|innovative tracking technology|customer shipments|airline|electronic unit control receipts|international air transport association|wide-body aircraft shipments|current gps-enabled cargo tracking products|shipping containers|conjunction|recently-announced service|inclement weather|tracking system|readers|irregular operations
67e040,westerman multimodal logistics terminals|dutch nwcc cargo co-operation initiative|barge traffic system|affordable co2-saving transport alternative|hinterland manager|schedule reliability|waterway container terminals|port authorities|consolidation centres|teu|total shipment volume|reliable barge product|north west central corridor|problem|handling delays
59ff88,singapore airlines|manchester airport|cargo-handling operations dnata|plane handling|business units.both companies|emirates|australia|international network|heathrow|airline customers|cargo|airports|virgin atlantic|switzerland|go-ahead group
5644af,volga-dnepr charter cargo operations|freighter operator news|weight distribution|logistics specialists|7-metre long box|india|flight|deputy commercial director|onboard cranes|heavy machinery industry|customer|dhl global forwarding|optimised loading|cargo transportation|request
8e3cc1,liverpool owner peel ports|container distribution service|east-west infrastructure|dublin next week|port|shippers|connection times|north-west|supply chain community|transport costs|rail provider|london international shipping week|end market|important milestone|dutch shortsea operator wec lines
b45aad,cargo airport|seafood industry|oslo airport executive vice president|norway accounts|unique opportunity|air cargo handling|project|oslo airport worldwide flight services|new seafood centre|important industries|preferred cargo hub|acknowledgement|nordic region|mou|tons
2ca96a,"northeast cargo development|midwest airport|capable aircraft ramps|freight forwarding|air cargo world|percent year-over-year increase|connectivity|regional manufacturing|o'hare benefits|investment|cargo capacity|other airports|240,000-square-foot second phase|facility|apron pavement"
7c901a,new orleans service iag cargo|gas components|london heathrow|emergency shipments|machinery traffic|new bellyhold capacity|critical product|boeing|iag cargo|oil|new orleans international|direct service|area|shippers|iag
0af138,partner programme finnair cargo|japan airlines|major northern european hub|markets|qatar airways|high-volume routes|helsinki airport|cooperation|london heathrow|freight arm|chief commercial officer|iag|own network|traffic|part
9fec9c,revenues|market strategies|second quarter|successful implementation|industry segments|acquisitions|first-half airfreight demand increase|margin pressure|freight forwarder news|first-half airfreight turnover|contract logistics|last year|strong exports|improvements|global perishables network
9dd7bd,silk way airlines|cargo handling services|hong kong|international freighter network|air cargo documentation|charter flights|west kazakhstan|business development deputy director|carriers|iraq|744f aircraft|new service|destinations|airline|large number
c07dcb,chartered emirates skycargo boeing|first space satellite|freighter operator news|dubai world central airport|entire transportation process|emirates skycargo truck|manufacturing facility|sensitive cargo|mohammed bin rashid space centre|technical affairs|aircraft|emirates divisional senior vice president|uae soil|years emirates skycargo|momentous occasion
8bb49c,teu ships|asia-europe downturn|ocean carrier|panama canal next year|teu|bunker fuel|supply chain imbalance|newbuild ultra-large container vessels|north-south trades|asia|void sailings carriers|sailings|flexible operational profile|unit cost advantage|trade restrictions
98988e,hamburg airport cargo center|capacities|system pilot|customs|slot booking|data|deliveries|door clearances|platform|process|transports|traffic management|personnel availability|hamburg airport the fair@link portal|time
553c57,lufthansa cargo customers|passive temperature-control containers|days temperature stability|global network|frankfurt|pallets|pharmaceutical goods|temperature-controlled container solution|availability|road feeder service cool|temperature-sensitive shipments|thermal containers|special sun-reflective film|deep-freeze compartment|india
ca59d6,heathrow cargo centre|new pharma facility|future space requirements|well-located industrial units|hub airport|airside facilities|real estate investment trust segro|build-up|seamless service|pharma products|central london business unit|cargo airport news|airside freight facility|storage|free digital subscription
72cf74,cool chain industry|supplier management solutions|international air cargo association|logistics network|numbers pharma manufacturer novo nordisk|business development|potential benefits|drone sector|future shipments|global product manager|collaboration|big data|primary distribution|temperature excursions|supply chain planning
2904aa,logistics operations|long beach container terminal|one-stop transportation services|synergies|hong kong-headquartered shipping line|net loss|new business opportunities|development|liner industry analyst alphaliner|last year chinese carrier cosco|synergy savings|customer service|reliability|core container transport activities|procurement
8eaa22,april cargo performance|double-digit percentage growth|shanghai pudong international airport|overall air freight demand|domestic volume|percent|month|first major air cargo players|publication|worldwide cargo trends|point|hong kong|handler|expectations|fedex
53a9fc,lithium batteries|delta airlines|shipments|emergency|lithium ion batteries|batteries|equipment|freighters|passenger planes|concerns|ban|cargo|carrier|qantas qantas|fire
f8089b,pharma logistics specialist marken ups|clinical research organisations|healthcare logistics services portfolio|global markets|air cargo news life sciences|subsidiary|long-term growth plans|clients|significant industry expertise|ups organisation|locations|us-based parcels|logistics capabilities|strict regulatory compliance|ground networks
df1b02,versatile logistics services|comprehensive supply chain management|optimal transport solutions|import customs clearance|exhaust aftertreatment systems|sea freight transportation|globalised production processes|commercial vehicles|challenging business environment|shipments|long-standing cooperation|manufacturer|innovative technology|process-optimised service package|collaboration platform
b26d8d,747-400erf freighter plane|sanctuary quarantine care pool|time little grey|landmark journey|ground-breaking global marine welfare project|changfeng ocean world|beluga whale flight cargolux|iceland|main international airport|sheltered bay|aquarium|complex logistical challenge|lorry trip|ferry|safe arrival
df7822,air force research laboratory|commercial air-cargo handling|cargo masters instruct|built-in navigation capability|intelligent mechanical platforms|other similar technology|direct application|announcement|development|tight quarters|companies|lift|heels|fit|shipping
7fbc07,pharma exports|qatar airways cargo|specialist pharmaceuticals transport solution|pharma network|ireland|republic|sri lanka|pharma operation|global customer base|healthcare products|future earnings|export processing zone last year|pharma industry|pharma businesses|expansion
151380,own online freight marketplace|results|air cargo world|online booking portals|quote request|online logistics sales|forwarding industry|global freight forwarding websites|shipper|mystery shopping survey|customer experience|list|digitization|systems|direct competitor
56b692,core transport ships|coreinsight bluetooth tracking tag|launch customers delta air lines|ground service equipment|active deployment|bluetooth low energy|airline industry|assets|large proven network|aircraft tooling|location|technology|hub|month|patented container
9ee3ea,uganda emirates skycargo|freighter aircraft operator|hub operations teams|charter|nile river|cargo carrier|dubai|japanese construction company|emirates vice president|freighters|northern corridor route|rwanda|narita airport|tonnes load|transport flows
f23c5e,shanghai gatwick airport|china eastern airlines|dramatic economic growth|gdp|other business opportunities|tonnes|traffic figures|shanghai|region accounting|long-haul connection|london|gatwick airport chief executive officer|saturdays|important cities|exports
2ce6dd,fuel prices|cargo load factors|year|revenue freight tonne-km|capacity growth|demand|ongoing geopolitical tensions|air cargo industry|brent crude oil|airlines|april|report|levels|freight load factor|upward trend
