document_id,terms
085b8b,dokasch temperature solutions|dokasch active container|ethiopian airlines|temperature sensitive goods|ethiopian cargo|dokasch|opticooler containers|addis ababa hub|reliable packaging solution|best packaging solution|airline|sensitive cargo|temperature control|opticooler|largest cargo terminal
ca0134,process hong kong airlines|hong kong airlines|24/7 365 hong kong facility|time critical freight services contract|b&h worldwide chief executive officer|b&h worldwide|time critical solutions|new routes b&h|b&h global network|b&h|cost-effective freight solution|critical engineering logistics requirements|airline|timely services|critical engineering parts
1e3254,envirotainer qep accreditation|qep accreditation|envirotainer provider training|envirotainer container shipments|consistent pharma product|envirotainer compliance manager|pharma services|pharma product|iata ceiv pharma certification|pharma industry vertical team|pharma shipments|pharma transportation|abc global director|airbridgecargo|envirotainer
7c901a,iag cargo|new orleans service|new bellyhold capacity|iag|new orleans international|new orleans|direct service|service|bellyhold capacity|machinery traffic|gas components|time-critical product|machinery parts|london heathrow|critical product
8eaa22,volume growth|cargo volume|shanghai pudong international airport|international volume|much smaller domestic volume|first major air cargo players|year demand growth|april cargo performance|overall air freight demand|shanghai pudong international|express volume|international cargo|double-digit percentage growth|year-over-year growth|air freight players
19faae,kenya airways|rome flights|cargo gsas|ias air cargo|air cargo ias|area cargo manager|rome|gsas|new flights|geneva|warehouse services|new service|ambitious major african carrier|warehousing partners|gacsa ltd
f8089b,"pharma logistics specialist marken|multiple ups acquisitions|ups chief marketing|ups organisation|said ups|ups|clinical trials logistics|healthcare logistics services portfolio|global logistics options|streamlined logistics services|healthcare logistics|marken business|logistics capabilities|logistics giant|49,000 clinical trial sites"
ead6e6,uzbekistan airways signs|uzbekistan airways|online portal|champ cargosystems|cargospot airline|business online|multiple airlines|traxon global customs|champ|traxon global security|powers 70 airlines|house air waybill processing|airlines|traxon cargohub|freight.aero
e36d07,uld air cargo technology innovations|acl airshop|new uld fleet management app|ongoing annual uld care conference|uld care conference|uld care code|uld care|acl|uld control|cost-effective uld operations|ulds|air cargo clients|core transport technologies|air cargo sector|air cargo industry
9fec9c,freight forwarder k+n|freight forwarder kuehne|switzerland-headquartered freight forwarder|freight forwarder news|freight rates|first-half airfreight demand increase|k+n international chairman|18 % year|13.7 % year|airfreight volumes|airfreight markets|first-half airfreight turnover|k+n|air volumes|second quarter
151380,freightos study|own online freight marketplace|israel-based freightos|freightos ceo|freightos|online freight|online booking portals|forwarding industry|online portals|online quote-automation software|top forwarders|large forwarders|forwarders|online|freight quotes
67e040,dutch nwcc cargo co-operation initiative|westerman multimodal logistics terminals|waterway container terminals|nwcc bundles cargoes|deepsea terminals|terminals|eight terminals|westerman multimodal logistics|nwcc|reliable barge product|north west central corridor|fewer handling delays|tma logistics|cargo|logistics product
a7fdf7,maersk pledges|tradelens digital platform|tradelens platform|maersk|forwarding industry|freight forwarders|tradelens blockchain initiative|tradelens advisory board|one thing forwarders|forwarding community|digital container shipping association|forwarders|eight forwarders|container shipping lines|tradelens
53a9fc,lithium ion batteries|lithium batteries|batteries|passenger planes|qantas|shipments|united airlines|delta airlines|freighters|concerns|fire|explosion|ban|emergency|exception
79279b,first ceiv fresh certificate|cathay pacific services limited|cathay pacific|ceiv fresh|ceiv certificate|perishable cargo handling|general manager cargo service delivery|first airline|world|new certification|service quality|special handling|perishable products|handling|cargo
2ca96a,"chicago o'hare|year-to-date cargo volumes|50 percent additional cargo|220 million cargo development project|cargo capacity|northeast cargo development|air cargo world|240,000-square-foot second phase|o'hare benefits|volumes surge|15 percent year-over-year increase|online last week|midwest airport|other airports|capacity"
a5f5bf,"paris airport warehouse|express specialist sodexi|aéroports de paris|sodexi|freight warehouse|paris|air freight|warehouse|air cargo news|7,600 sq m|airport|new facility|freight|160,000 commercial flights|two commercial flights"
84a10f,day one service network|current 3j service coverage|new service|service provider fees|japanese carriers k line|ocean network express|key commercial contacts|new one network|same service|commercial contacts|major changes|services|minor changes|main changes|one debut network
8d11d9,historic solar impulse flight|volga-dnepr airlines regional sales manager|wing 24 flight support team|chapman freeborn|volga-dnepr airlines|solar impulse 2 team|volga-dnepr il-76td-90vd|volga-dnepr group|volga-dnepr|historic solar-powered flight|solar impulse|atr-72 support aircraft|logistics support|changeable flight schedules|flight permits
881323,g force gsa mexico|american airlines cargo|american airlines|g force station manager|g force|american|new gsa|mexico city|current gsa|airline|mexico|international cargo network|gsa|local services|local sales presence
df1b02,cargo-partner gmbh|exhaust aftertreatment system|cargo-partner|cost-efficient exhaust aftertreatment solutions|dortmund-based albonair|albonair|important logistics services|versatile logistics services|sea freight transportation|logistics solutions|optimal transport solutions|flexible supply chain management|comprehensive supply chain management|urea dosage systems|entire transport chain
8e3cc1,liverpool owner peel ports|container distribution service|container port director|container rail service|peel ports|first services|new weekly service|integrated|southern ports|new service|north-west container gateway|port|quayside-to-inland destination distribution|end-to-end answer|last year wec lines
c07dcb,emirates skycargo truck|years emirates skycargo|emirates skycargo|first uae-manufactured space satellite|emirates divisional senior vice president|first space satellite|emirates|first satellite|dubai world central airport|first step|mohammed bin rashid space centre|incheon international airport|satellite|incheon airport|chartered freighter flight
d16a1a,"first dedicated perishables centre|ground handler dnata|37,000 sq ft cargo centre|dnata|dallas airport|modern cool-chain facility|daily belly cargo capacity|perishable products|ground handler news|perishables|other airports|nine asian air freighter operators|first launch customer|operations last year|cargo"
5644af,volga-dnepr charter cargo operations|volga-dnepr airlines|volga-dnepr|38-ton crankshaft|bespoke cargo platform|delivery|dhl global forwarding|deputy commercial director|unique ramp-loading il-76td-90vd freighter|cargo transportation|freighter operator news|7-metre long box|logistics specialists|ekaterina andreeva|packaging options
8bb49c,"cheap fuel|carrier appetites|trading curbs|nine 14,000 teu utility ships|ocean carriers|75 void sailings carriers|18,000 teu ships|20,000 teu ships|carrier|37 newbuild ultra-large container vessels|bunker fuel|trade restrictions|biggest ulcvs|europe 13,000 teu|biggest boxships"
59ff88,uk cargo-handling operations|dnata|ground-handling operations|uk|operations|singapore airlines|business units.both companies|manchester airport|airline customers|airline|20 airlines|go-ahead group|london heathrow|gary chapman|ramp-handling services
58cf4f,qatar chief|qatar airways|qatar fleet|further 747-8 freighter aircraft|middle east terrorist groups|more 747-8fs|additional four 777-300 passenger aircraft|freighter aircraft|additional freighter capacity|press conference|total order book|al bakar|same time last year|aircraft|cargo boom
df7822,intelligent robo-pallet|us air force research laboratory|robo-pallets|robo-freighters|news|intelligent mechanical platforms|heels|cargo masters instruct|afrl|development|announcement|built-in navigation capability|cargo|call|other similar technology
b54335,ethiopian airlines|additional ten aircraft order placement|additional 10 airbus a350-900s|airbus commercial aircraft chief|airline|long-haul network|additional aircraft|ever-expanding global network|repeat order|initial a350-900s|first a350|innovative aircraft|first african operator|aircraft|officer customers
c7d974,"slap amazon|dangerous air cargo|amazon|hazardous air cargo|350,000 burning sensation|burning sensation|caustic product|amazing liquid fire|product|federal aviation administration|dallas morning news|cargo|air|dangerous goods|hot idea"
4ec973,finnair cargo vice president|finnair cargo|bellyhold cargo strategy|cargo strategy|air cargo week|finnair|general cargo|transit cargo|specialised cargo|cargo|antti kuusenmaki|new freight terminal|key part|kuusenmaki|more bellyhold routes
b26d8d,delighted little grey|little white travel|time little grey|little white|little grey|beluga whale flight|cargolux cargo plane|cargolux engineer|cargolux freighter|cargolux president|cargolux aircraft|beluga whales|two beluga whales|cargolux|two former captive whales
801271,china southern tyre fire|china southern passenger a321|cargo fire|second fire|aviation safety record|fire|dents china|china|cargo|hainan airlines crash|aviation industry|monday 13 september|passengers|airline|bellyhold
72cf74,cool chain industry|cool chain event|cool chain association|cool chain partners|cool chain chairman|supply chain planning|supply chain|value chain|pharma-drone industry collaboration|air cargo industries|drone industries|international air cargo association|numbers pharma manufacturer novo nordisk|industry|two annual events
df01b1,state-of-the-art air cargo centre|enlarged air cargo centre|air cargo centre|new pharma handling centre|future pharma handling centre|pharma handling centre|air cargo transshipment hub|vienna airport|air cargo volumes|new logistics centre|air cargo|pharma centre|cargo transshipment hub|cargo capabilities|logistics centres
3f1626,brussels airlines cargo|brussels airlines|brussels|european cargo services|unique cargo brand|cargo business|cargo|new gssa|africa expert|air logistics group|passenger services|strategic revenue contributor|new products|new era|africa
26196f,minnesota manufacturing awards|pelican biothermal president david williams|pelican biothermal|minnesota business magazine|minnesota engineers|minnesota|supply chain innovator|peli biothermal|business award|local manufacturing leaders|award nominees|manufacturing businesses|innovation|temperature controlled packaging|award
7087f3,kenyan cargo handler siginon aviation|african handler siginon aviation|sia cargo agreement|siginon aviation divisional manager|siginon aviation|sia cargo|singapore airlines cargo|art air cargo terminal|air cargo terminal|kenya civil aviation authority|siginon|handlers achievement|ground operators|new agreement|ground handling
a02ca1,silk way west airlines|silk way west|real-time bluetooth-enabled uld tracking technology|silk way deal|acl airshop|silk way holding|uld tracking tech|multi-year uld management agreement|acl|improved uld logistics|real-time bluetooth tracking|uld locations|ulds|core transport technologies|other airline units
654c7b,us carrier american airlines cargo|american airlines cargo reefer containers|uld management provider jettainer|american airlines cargo|jettainer|airline|own cool center|cool management|cool center|temperature-controlled ulds|abu dhabi|service|24/7 service|successful test run|entire fleet
33df7f,current air cargo security program|air cargo security program|air cargo security process|air cargo news|air cargo|canadian shippers|secure cargo|current registered shipper process|canadian airports|transport canada estimate|security program|air carriers|transport canada|cargo|air
0f0757,delta cargo|real-time uld bluetooth tracking|current gps-enabled cargo tracking products|real-time uld tracking|delta vice president-cargo shawn cole|air cargo technology news|innovative tracking technology|delta|cargo control center|24/7 cargo control center|new tracking system|tracking system|first bellyhold airline|manual tracking|uld shipments
98988e,hamburg airport cargo center|hamburg airport head|hamburg airport|fair@link portal|fair@link|frankfurt airport|cargo alexander müller|hamburg|airport|air cargo|cargo handler lug|intelligent process support|transparent processing|time slots|six-month test phase
9b1eca,asia-north america air cargo routes|eva air|new boeing 777 freighter|largest twin-engine air cargo carrier|air cargo gateways|first boeing 777 freighter|boeing 777 freighter|eva|month end.eva air|north america|35 weekly freighter flights|five dedicated cargo gateways|freighter destinations|md11 freighters|new phase
0af138,finnair cargo|iag cargo|finnair|partner programme|iag|interline cooperation programme|partner plus|north east asia|partners|900m development programme|customers better access|chief commercial officer|closer cooperation|strategic destinations|north america
d8da8b,new freighter conversion centre|kf aerospace|additional conversion capacity|three conversion centres|passenger-to-freighter conversions|conversion center|aei|13 conversion lines|boeing shanghai aviation services|additional capacity|aeronautical engineers|commercial jet services|commercial jet|major facilities|british columbia
a387bd,fifth 747-400 freighter|abc|total freighter fleet|additional boeing 747-400|fifth 747-400f|airbridgecargo airlines|brand new boeing|new 747-8 freighters|airline|boeing|production delays|fleet|tatyana arslanova|aircraft capacity|executive president
f23c5e,china eastern airlines|china eastern|gatwick airport chief executive officer|shanghai pudong airport|gatwick airport|china|gatwick|dramatic economic growth|shanghai|long-haul connection|yangtze river economic zone|airport|vital growth|new long-haul routes|other non-european countries
4002d3,new online booking platform|dhl global forwarding|new online quote|online booking|booking platform|prior online tool|book shipments|dhl gf|online needs|new service|dhl|global logistics provider|new offering|two more forwarders|book
9ee3ea,emirates skycargo|emirates vice president|emirates|freighter aircraft operator|uganda|boeing 777 freighters|84 tonnes load|cargo commercial|hub operations teams|cargo carrier|new bridge|freighter|heavy machinery|cargo|high profile charter
9c448a,international air cargo association|latin american presence|tiaca partners|tiaca secretary|air cargo community|air cargo forums|tiaca|latin america|amacarga president|key presence|amacarga|new airfreight links|presence|mexican association|signature events
7fbc07,qatar airways cargo customers|qatar airways cargo|qatar airways|pharma route network|extensive pharma network|pharma network|pharma exports|top ten largest pharma companies|pharma manufacturing project|pharma operation|qr pharma|pharma businesses|pharma industry|pharma|export processing zone last year
bd1fb2,"san francisco-headquartered freight forwarder flexport|hong kong charters|new la facility|new charter service|136,685 sq ft industrial facility|flexport|freight forwarder news|hong kong|air cargo news|los angeles international airport|charter flight|los angeles|south bay area|few times|brand-new building"
a794b4,global peli biothermal clients|peli biothermal|latest network station|uld stations|new frankfurt facility|global pharmaceuticals sector|latest location|frankfurt main airport|worldwide expansion|station|new european drop points|pharma logistics news sign|expansion|major logistics hub|air cargo news
92f079,fmc commissioner|fmc chairman mario cordero|foreign ro-ro carriers|fmc concession|fmc|joint tug booking|american roll-on roll-off carrier|foreign carriers|us-flagged tug services|tug services|commissioner william doyle|container carriers hapag-lloyd|ro-ro shipping lines|container carriers|ocean carriers
f6c863,turkish airlines chairman|turkish airlines|turkish president recep tayyip erdo?an|turkish technic|turkish republic|major freighter order|three more b777 freighters|airline|cargo fleet|global fleet care programme|lower cargo handling costs|new order|cargo growth|turkey last year|official opening last month
